"EA-Type"	"EA-Package"	"EA-Name"	"EA-GUID"	"EA-Parent"	"EA-Domain"	"EA-Domain-GUID"	"EA-Range"	"ap-label-nl"	"ap-definition-nl"	"ap-usageNote-nl"	"ap-codelist"	"external term"	"namespace"	"localname"	"type"	"domain"	"range"	"parent"	"min card"	"max card"
"attribute"	"Mandaat"	"geldigheid"	"{014B5CAF-94F9-4e16-A556-D2A9B30500F8}"	""	"Rechtstreekse Verkiezing"	"{D5BC90A0-10C4-4830-AB58-4CF954F811E4}"	"Date"	"geldigheid"	"Datum waarop de verkiezingen geldig verklaard werden."	""	""	"true"	"http://purl.org/dc/terms/"	"valid"	"http://www.w3.org/2002/07/owl#DatatypeProperty"	"http://data.vlaanderen.be/ns/mandaat#RechtstreekseVerkiezing"	"http://www.w3.org/2001/XMLSchema#date"	""	"1"	"1"
"attribute"	"External"	"begin"	"{8DA5CE4F-FAAB-4094-9C99-C2366EB7A482}"	""	"Tijdsinterval"	"{6E912EDC-E7A2-4bb4-A151-4099A7040C5F}"	"DateTime"	"begin"	"Het beginpunt van de periode."	""	""	"true"	"http://data.vlaanderen.be/ns/generiek#"	"begin"	"http://www.w3.org/2002/07/owl#DatatypeProperty"	"http://purl/org/dc/terms/PeriodOfTime"	"http://www.w3.org/2001/XMLSchema#dateTime"	""	"1"	"1"
"attribute"	"External"	"einde"	"{E32FCEC0-DE14-43f7-BF99-41DCF5719B24}"	""	"Tijdsinterval"	"{6E912EDC-E7A2-4bb4-A151-4099A7040C5F}"	"DateTime"	"einde"	"Het eindpunt van de periode."	""	""	"true"	"http://data.vlaanderen.be/ns/generiek#"	"einde"	"http://www.w3.org/2002/07/owl#DatatypeProperty"	"http://purl/org/dc/terms/PeriodOfTime"	"http://www.w3.org/2001/XMLSchema#dateTime"	""	"1"	"1"
"attribute"	"External"	"inwerkingtreding"	"{879088CA-27BE-48a4-8775-48A19CD96A49}"	""	"Rechtsgrond"	"{FB821B56-20B4-47ed-9CEC-18B0B7D2EF86}"	"Date"	"inwerkingtreding"	"De datum waarop de regelgeving van kracht wordt."	"Dit is niet hetzelfde als wanneer de regelgeving toepasbaar (in de praktijk uitvoerbaar) wordt. De toepasbaarheid van de regelgeving kan op of na de inwerkingtreding liggen."	""	"true"	"http://data.europa.eu/eli/ontology#"	"first_date_entry_in_force"	"http://www.w3.org/2002/07/owl#DatatypeProperty"	"http://data.europa.eu/eli/ontology#LegalResource"	"http://www.w3.org/2001/XMLSchema#date"	""	"1"	"1"
"attribute"	"External"	"buitenwerkingtreding"	"{F94AD524-6EA2-49dd-9A69-D9AC0A4EE755}"	""	"Rechtsgrond"	"{FB821B56-20B4-47ed-9CEC-18B0B7D2EF86}"	"Date"	"buitenwerkingtreding"	"De laatste dag waarop de regelgeving nog van kracht is."	""	""	"true"	"http://data.europa.eu/eli/ontology#"	"date_no_longer_in_force"	"http://www.w3.org/2002/07/owl#DatatypeProperty"	"http://data.europa.eu/eli/ontology#LegalResource"	"http://www.w3.org/2001/XMLSchema#date"	""	"0"	"1"
"attribute"	"External"	"type document"	"{BCE7F5C0-A704-4341-9102-360FDE44E46D}"	""	"Rechtsgrond"	"{FB821B56-20B4-47ed-9CEC-18B0B7D2EF86}"	"ResourceType"	"type document"	"Het type van de rechtsgrond."	"Bijvoorbeeld: reglement, wet, voorstel."	""	"true"	"http://data.europa.eu/eli/ontology#"	"type_document"	"http://www.w3.org/2002/07/owl#ObjectProperty"	"http://data.europa.eu/eli/ontology#LegalResource"	"http://data.europa.eu/eli/ontology#ResourceType"	""	"1"	"*"
"attribute"	"External"	"gebruikte voornaam"	"{A7767D4B-10CC-43f9-AA12-8033C8001C68}"	""	"Persoon"	"{DEA80177-6D8A-4684-9AEB-FD5837C863FA}"	"Literal"	"gebruikte voornaam"	"De te gebruiken voornaam van alle officiële voornamen van de persoon."	""	""	"true"	"http://data.vlaanderen.be/ns/persoon#"	"gebruikteVoornaam"	"http://www.w3.org/2002/07/owl#DatatypeProperty"	"http://www.w3.org/ns/person#Person"	"http://www.w3.org/2000/01/rdf-schema#Literal"	""	"1"	"1"
"attribute"	"External"	"achternaam"	"{CB95B108-9C55-4219-9A8F-B2DB18DF3B07}"	""	"Persoon"	"{DEA80177-6D8A-4684-9AEB-FD5837C863FA}"	"Literal"	"achternaam"	"De familienaam van de persoon."	""	""	"true"	"http://xmlns.com/foaf/0.1/"	"familyName"	"http://www.w3.org/2002/07/owl#DatatypeProperty"	"http://www.w3.org/ns/person#Person"	"http://www.w3.org/2000/01/rdf-schema#Literal"	""	"1"	"1"
"attribute"	"External"	"geslacht"	"{12861EA8-FDCA-44c9-8CCA-44BE5AB95CE1}"	""	"Persoon"	"{DEA80177-6D8A-4684-9AEB-FD5837C863FA}"	"Code"	"geslacht"	"Het officiële geslacht van de persoon."	""	"http://publications.europa.eu/mdr/authority/human-sex/"	"true"	"http://data.vlaanderen.be/ns/persoon#"	"geslacht"	"http://www.w3.org/2002/07/owl#ObjectProperty"	"http://www.w3.org/ns/person#Person"	"http://www.w3.org/2004/02/skos/core#Concept"	""	"1"	"1"
"attribute"	"External"	"alternatieve naam"	"{2EACB0E3-525C-4f0e-B7E6-56BFB29A8F3C}"	""	"Persoon"	"{DEA80177-6D8A-4684-9AEB-FD5837C863FA}"	"Literal"	"alternatieve naam"	"Een roepnaam van de persoon."	"Indien aanwezig is het aan te raden deze naam te gebruiken voor visualisaties in plaats van voornaam en familienaam."	""	"true"	"http://xmlns.com/foaf/0.1/"	"name"	"http://www.w3.org/2002/07/owl#DatatypeProperty"	"http://www.w3.org/ns/person#Person"	"http://www.w3.org/2000/01/rdf-schema#Literal"	""	"0"	"1"
"attribute"	"External"	"identificator"	"{53F4A13E-FE8B-4887-942A-91C9817367B7}"	""	"Persoon"	"{DEA80177-6D8A-4684-9AEB-FD5837C863FA}"	"Identificator"	"identificator"	"Een identificator van de persoon."	"Zie http://data.vlaanderen.be/doc/applicatieprofiel/generiek#Identificator."	""	"true"	"http://www.w3.org/ns/adms#"	"identifier"	"http://www.w3.org/2002/07/owl#ObjectProperty"	"http://www.w3.org/ns/person#Person"	"http://www.w3.org/ns/adms#Identifier"	""	"1"	"1"
"attribute"	"External"	"datum"	"{A1E315D5-1651-45e8-A6F7-F3F1A1B00D12}"	""	"Geboorte"	"{5F36EC96-3555-4561-A6E3-3BD6BDD18A50}"	"Date"	"datum"	"De geboortedatum."	""	""	"true"	"http://data.vlaanderen.be/ns/persoon#"	"datum"	"http://www.w3.org/2002/07/owl#DatatypeProperty"	"http://data.vlaanderen.be/ns/persoon#Geboorte"	"http://www.w3.org/2001/XMLSchema#date"	""	"1"	"1"
"attribute"	"Besluit"	"naam"	"{122D2C32-2703-4d0e-8BA9-BDC2DE7477FF}"	""	"Bestuurseenheid"	"{212F26D9-2BD1-46e1-A1DB-40EA5638F451}"	"Literal"	"naam"	"Naam van de bestuurseenheid."	""	""	"true"	"http://www.w3.org/2004/02/skos/core#"	"prefLabel"	"http://www.w3.org/2002/07/owl#DatatypeProperty"	"http://data.vlaanderen.be/ns/besluit#Bestuurseenheid"	"http://www.w3.org/2000/01/rdf-schema#Literal"	""	"1"	"1"
"attribute"	"Besluit"	"classificatie"	"{CF48CF64-BE2E-49be-AE51-94A3247DC74B}"	""	"Bestuurseenheid"	"{212F26D9-2BD1-46e1-A1DB-40EA5638F451}"	"Code"	"classificatie"	"Classificatie van de bestuurseenheid."	""	""	"true"	"http://www.w3.org/ns/org#"	"classification"	"http://www.w3.org/2002/07/owl#ObjectProperty"	"http://data.vlaanderen.be/ns/besluit#Bestuurseenheid"	"http://www.w3.org/2004/02/skos/core#Concept"	""	"1"	"1"
"attribute"	"Besluit"	"werkingsgebied"	"{2574FB57-0754-4541-8F24-EA74B389E5FD}"	""	"Bestuurseenheid"	"{212F26D9-2BD1-46e1-A1DB-40EA5638F451}"	"Locatie"	"werkingsgebied"	"Geografische gebied waarbinnen de bestuurseenheid bepaalde verantwoordelijkheden heeft waarbinnen het bestuurshandelingen kan stellen."	""	""	"true"	"http://data.vlaanderen.be/ns/besluit#"	"werkingsgebied"	"http://www.w3.org/2002/07/owl#ObjectProperty"	"http://data.vlaanderen.be/ns/besluit#Bestuurseenheid"	"http://www.w3.org/ns/prov#Location"	"http://purl.org/dc/terms/spatial"	"1"	"1"
